Title,pos,neg,k=2,k=3,k=4,k=5
Sniper 3,0.039,0.091,0,2,3,4
Jackie,0.121,0.11699999999999999,0,1,1,2
Open Fire,0.046,0.204,1,0,2,1
Los olvidados,0.055999999999999994,0.243,1,0,2,1
Laserhawk,0.09300000000000001,0.048,0,2,3,0
Gerboise bleue,0.028999999999999998,0.106,1,2,1,4
EuroTrip,0.073,0.086,0,2,3,0
The Delta Force,0.075,0.151,1,0,1,4
Last Holiday,0.111,0.1,0,2,1,2
The Crimson Kimono,0.182,0.134,0,1,0,2
Just the Way You Are,0.138,0.064,0,1,0,3
Exit: una storia personale,0.078,0.1,0,2,1,4
Mosagallaku Mosagadu,0.099,0.171,1,0,1,1
Urduja,0.185,0.08199999999999999,0,1,0,3
Main Azaad Hoon,0.066,0.039,0,2,3,0
Partie de cartes,0.026000000000000002,0.0,0,2,3,0
Bhorer Allo,0.14,0.16,1,0,1,2
Chakram,0.159,0.305,1,0,2,1
Looker,0.062,0.049,0,2,3,0
Poison Dust,0.045,0.366,1,0,2,1
Peter Pan,0.109,0.128,1,0,1,2
Robin Hood,0.071,0.13,1,0,1,4
The Garage,0.02,0.19899999999999998,1,0,2,1
Falafel,0.165,0.086,0,1,0,3
Beauty,0.051,0.1,0,2,1,4
The Unjust,0.084,0.20800000000000002,1,0,2,1
Shakha Proshakha,0.08900000000000001,0.129,1,0,1,2
Julia Misbehaves,0.159,0.066,0,1,0,3
Abraham Lincoln: Vampire Hunter,0.07,0.151,1,0,1,4
Commissioner,0.044000000000000004,0.172,1,0,2,4
Shrooms,0.063,0.168,1,0,1,4
My Old Man,0.0,0.188,1,0,2,1
Kastoori Nivasa,0.055,0.132,1,0,1,4
Cabin by the Lake,0.044000000000000004,0.121,1,2,1,4
He Ran All the Way,0.11,0.16399999999999998,1,0,1,2
Le Mouton noir,0.02,0.071,0,2,3,0
Just Like a Woman,0.0,0.0,0,2,3,0
Carry On Jatta,0.133,0.09300000000000001,0,1,0,2
Musashi Miyamoto,0.099,0.084,0,2,3,2
Dr. Pasupathy,0.129,0.075,0,1,0,2
Iron & Silk,0.106,0.075,0,2,3,2
Brenda Starr,0.122,0.061,0,1,0,2
Hurricane,0.077,0.12300000000000001,1,2,1,4
Case of Evil: Case of Evil,0.09,0.146,1,0,1,4
Pereval,0.084,0.061,0,2,3,0
Rat,0.052000000000000005,0.062,0,2,3,0
Lucky Cisco Kid,0.087,0.086,0,2,3,2
Black,0.08900000000000001,0.081,0,2,3,0
Oral Mathram,0.051,0.172,1,0,2,4
Square Roots: The Story of SpongeBob SquarePants,0.054000000000000006,0.0,0,2,3,0
Afrodite Superstar,0.07,0.063,0,2,3,0
Mithayi Mane,0.11900000000000001,0.055,0,1,0,0
Rock Odyssey,0.149,0.0,0,1,0,3
"\\""FF.SS.\\"" – Cioè: \\""...che mi hai portato a fare sopra a Posillipo se non mi vuoi più bene?\\""",0.095,0.0,0,2,3,0
The Messenger,0.038,0.147,1,0,1,4
Paper Heart,0.273,0.025,0,1,0,3
Spring Subway,0.049,0.065,0,2,3,0
D'Lucky Ones,0.268,0.064,0,1,0,3
Goldrush: A Real Life Alaskan Adventure,0.11599999999999999,0.10800000000000001,0,1,1,2
Monte Carlo,0.113,0.016,0,1,3,0
Yeshwant,0.099,0.168,1,0,1,2
"Yandé Codou, la griotte de Senghor",0.084,0.036000000000000004,0,2,3,0
Cornered!,0.044000000000000004,0.18,1,0,2,1
Shelter,0.045,0.099,1,2,1,4
Fascination,0.115,0.126,0,0,1,2
The Mirror,0.046,0.166,1,0,1,4
Shall We Kiss?,0.23600000000000002,0.02,0,1,0,3
The Quest,0.132,0.141,1,0,1,2
The Party Animal,0.12300000000000001,0.18600000000000003,1,0,2,1
Right at Your Door,0.027999999999999997,0.078,0,2,3,0
MaLeyali Jotheyali,0.195,0.11900000000000001,0,1,0,3
Lucky 13,0.132,0.051,0,1,0,3
Merrily We Live,0.09699999999999999,0.095,0,2,1,2
Captain January,0.107,0.054000000000000006,0,2,3,0
Once Bitten,0.08,0.073,0,2,3,0
Tokyo Eyes,0.079,0.1,0,2,1,4
Il Vigile,0.07,0.11199999999999999,1,2,1,4
Arts and Flowers,0.087,0.061,0,2,3,0
Austerlitz,0.0,0.11,1,2,1,4
Nothin' 2 Lose,0.245,0.039,0,1,0,3
The Murder Game,0.048,0.22,1,0,2,1
From Here to Eternity,0.085,0.12,1,2,1,2
Lovers and Liars,0.252,0.0,0,1,0,3
My Reincarnation,0.057999999999999996,0.049,0,2,3,0
And Then What?,0.105,0.051,0,2,3,0
Red Rose,0.037000000000000005,0.127,1,2,1,4
Armless,0.061,0.19,1,0,2,1
Jaago,0.10300000000000001,0.19,1,0,2,1
Grand National Night,0.0,0.132,1,0,1,4
Mario,0.038,0.062,0,2,3,0
Absentia,0.022000000000000002,0.182,1,0,2,1
Endless Night,0.08,0.125,1,2,1,4
The Lost Weekend,0.059000000000000004,0.10400000000000001,1,2,1,4
Cat and Dupli-cat,0.073,0.057,0,2,3,0
Cover Girl Models,0.0,0.091,1,2,3,4
"Forever, Darling",0.156,0.055999999999999994,0,1,0,3
Alag,0.055,0.157,1,0,1,4
The Body,0.10300000000000001,0.127,1,0,1,2
I See You,0.10099999999999999,0.11800000000000001,0,2,1,2
One Leg Kicking,0.165,0.17800000000000002,1,0,1,2
Rasputin and the Empress,0.10400000000000001,0.165,1,0,1,2
Batman: Revenge,0.022000000000000002,0.149,1,0,1,4
Jäniksen vuosi,0.071,0.0,0,2,3,0
A Film With Me In It,0.14,0.126,0,1,0,2
Mommy,0.040999999999999995,0.175,1,0,2,1
Punarjanmam,0.138,0.098,0,1,0,2
Noson Lawen,0.09300000000000001,0.07400000000000001,0,2,3,0
Anna Magdalena,0.071,0.034,0,2,3,0
Illustrious Corpses,0.094,0.21600000000000003,1,0,2,1
Heartbeat,0.087,0.073,0,2,3,0
Potta Potti,0.175,0.032,0,1,0,3
Middle of the Night,0.18,0.068,0,1,0,3
The Deep,0.078,0.139,1,0,1,4
"Road, Movie",0.12300000000000001,0.092,0,1,0,2
Mazhavillu,0.11699999999999999,0.125,0,1,1,2
The Road to Guantanamo,0.0,0.299,1,0,2,1
So Much for So Little,0.039,0.033,0,2,3,0
Beastly,0.158,0.1,0,1,0,2
The Story of Esther Costello,0.11599999999999999,0.139,1,0,1,2
The Addams Family,0.08199999999999999,0.12300000000000001,1,2,1,4
Blood Sweat and Wars,0.0,0.209,1,0,2,1
Perfume,0.081,0.034,0,2,3,0
White Fang 2: Myth of the White Wolf,0.084,0.065,0,2,3,0
Saboot,0.11800000000000001,0.22699999999999998,1,0,2,1
Broadway Limited,0.075,0.10099999999999999,0,2,1,4
Mercy Streets,0.10400000000000001,0.17,1,0,1,2
The Courtneys of Curzon Street,0.0,0.094,1,2,3,4
Carry On Cabby,0.055,0.156,1,0,1,4
Frostbite,0.09,0.131,1,0,1,2
Pakalurakkam,0.021,0.146,1,0,1,4
The Adventures of Tarzan,0.132,0.08900000000000001,0,1,0,2
Forest of the Damned 2,0.096,0.209,1,0,2,1
Perfect Blue,0.07400000000000001,0.168,1,0,1,4
The Trail of the Lonesome Pine,0.12,0.128,0,1,1,2
Love's Labor Lost,0.085,0.091,0,2,1,2
Kasthoorimann,0.134,0.165,1,0,1,2
Betty Boop's Ker-Choo,0.068,0.0,0,2,3,0
Not on the Lips,0.162,0.043,0,1,0,3
Tokyo Park,0.0,0.0,0,2,3,0
The Man on the Eiffel Tower,0.023,0.163,1,0,1,4
Green for Danger,0.06,0.225,1,0,2,1
Immoral Tales,0.03,0.035,0,2,3,0
The Mirror,0.044000000000000004,0.078,0,2,3,0
Made for Each Other,0.08,0.11,0,2,1,4
Identity,0.057,0.17300000000000001,1,0,2,1
Le Bossu,0.09699999999999999,0.149,1,0,1,2
Island of Blood,0.096,0.171,1,0,1,1
Dangerous Summer,0.184,0.08900000000000001,0,1,0,3
The Man with a Cloak,0.08800000000000001,0.087,0,2,3,2
Consenting Adults,0.062,0.201,1,0,2,1
Ruby in Paradise,0.062,0.023,0,2,3,0
Once Upon a Time in Mexico,0.039,0.125,1,2,1,4
Blade II,0.07,0.19,1,0,2,1
Kunwara,0.10300000000000001,0.132,1,0,1,2
Small Change,0.09699999999999999,0.102,0,2,1,2
Guerrilla,0.083,0.135,1,0,1,4
Crash Landing,0.076,0.10800000000000001,0,2,1,4
The Lively Set,0.127,0.04,0,1,0,3
The Bourne Legacy,0.09,0.126,1,0,1,2
Max Takes Tonics,0.045,0.0,0,2,3,0
Crime and Punishment,0.0,0.179,1,0,2,1
The Virtuous Sin,0.081,0.19699999999999998,1,0,2,1
My Name is Modesty,0.066,0.109,1,2,1,4
Uncensored,0.065,0.085,0,2,3,0
Leaving Metropolis,0.09699999999999999,0.085,0,2,3,2
Destry Rides Again,0.11800000000000001,0.11,0,1,1,2
Smart House,0.1,0.067,0,2,3,0
Tanga,0.0,0.0,0,2,3,0
Evolusi KL Drift,0.12,0.09699999999999999,0,1,0,2
Headrush,0.096,0.16699999999999998,1,0,1,2
Desperate Teenage Lovedolls,0.11,0.09300000000000001,0,2,1,2
Demolition Man,0.109,0.20199999999999999,1,0,2,1
The Steel Trap,0.092,0.08,0,2,3,0
Phir Teri Kahani Yaad Aayee,0.023,0.158,1,0,1,4
We Want Our Mummy,0.052000000000000005,0.127,1,0,1,4
Memento,0.032,0.152,1,0,1,4
Maqsad,0.057,0.078,0,2,3,0
OSS 117 - Lost in Rio,0.066,0.098,0,2,1,4
The Sleeping Tiger,0.078,0.17,1,0,1,4
Jani Gal,0.078,0.168,1,0,1,4
The Firefly,0.106,0.11,0,2,1,2
Le Samouraï,0.052000000000000005,0.085,0,2,3,0
Black Swan,0.10099999999999999,0.136,1,0,1,2
Take A Chance,0.063,0.069,0,2,3,0
Oxygen,0.079,0.07200000000000001,0,2,3,0
Purple Heart Diary,0.182,0.177,1,1,0,2
Sofya Kovalevskaya,0.04,0.067,0,2,3,0
Panduranga Mahathyam,0.153,0.062,0,1,0,3
Falcon's Blood Diamond,0.125,0.098,0,1,0,2
Indiana Jones and the Kingdom of the Crystal Skull,0.045,0.06,0,2,3,0
Ek Phool Do Mali,0.11599999999999999,0.113,0,1,1,2
Re-Uniting the Rubins,0.087,0.016,0,2,3,0
Mouse in Manhattan,0.055999999999999994,0.059000000000000004,0,2,3,0
Merlin's Shop of Mystical Wonders,0.036000000000000004,0.134,1,0,1,4
Thunderbirds,0.1,0.079,0,2,3,2
Up the Front,0.135,0.125,0,1,1,2
Hustler White,0.032,0.128,1,0,1,4
Meatballs 2,0.021,0.044000000000000004,0,2,3,0
The Extra,0.091,0.111,0,2,1,2
Shesha Drushti,0.131,0.147,1,0,1,2
Jongno,0.0,0.0,0,2,3,0
Voltron: The End,0.111,0.179,1,0,2,1
Kill Switch,0.037000000000000005,0.207,1,0,2,1
Serious Charge,0.064,0.187,1,0,2,1
Broken Springs,0.0,0.0,0,2,3,0
Facing the Giants,0.122,0.042,0,1,0,0
The Borrowers,0.081,0.121,1,2,1,4
The Last House on the Left,0.079,0.162,1,0,1,4
Interstate 60,0.11800000000000001,0.07,0,1,0,2
Under the bombs,0.02,0.102,1,2,1,4
The Blair Witch Project,0.026000000000000002,0.159,1,0,1,4
She Done Him Right,0.251,0.066,0,1,0,3
MirrorMask,0.111,0.066,0,2,3,0
Being Osama,0.016,0.047,0,2,3,0
Torrid Zone,0.0,0.047,0,2,3,0
Direct Hit,0.096,0.11900000000000001,1,2,1,2
Agentti 000 ja kuoleman kurvit,0.039,0.146,1,0,1,4
Gli Anni ruggenti,0.141,0.14800000000000002,1,0,1,2
Gautam Govinda,0.12,0.127,0,1,1,2
Pratighatana,0.083,0.24100000000000002,1,0,2,1
Little Criminals,0.102,0.134,1,0,1,2
Pratigyabadh,0.16699999999999998,0.0,0,1,0,3
Highwater,0.21600000000000003,0.023,0,1,0,3
Tora-san's Love Call,0.125,0.0,0,1,0,0
Swing Vote,0.06,0.052000000000000005,0,2,3,0
The Two Mrs. Carrolls,0.053,0.266,1,0,2,1
Even Pigeons Go To Heaven,0.049,0.154,1,0,1,4
Nenjil Jil Jil,0.321,0.044000000000000004,0,1,0,3
Where do we go now?,0.057,0.086,0,2,3,0
Al-Madina,0.045,0.057999999999999996,0,2,3,0
21ème Siècle,0.02,0.048,0,2,3,0
10:30 P.M. Summer,0.128,0.129,0,1,1,2
A Stranger of Mine,0.12300000000000001,0.036000000000000004,0,1,0,0
Tin Man,0.059000000000000004,0.0,0,2,3,0
The Garden,0.076,0.057999999999999996,0,2,3,0
Steamin' + Dreamin' 2: Cash Back,0.14,0.0,0,1,0,3
The Car Man,0.054000000000000006,0.161,1,0,1,4
Disco Pigs,0.053,0.08800000000000001,0,2,3,4
The Pink Quarterback,0.0,0.042,0,2,3,0
Come September,0.0,0.023,0,2,3,0
Paris,0.121,0.028999999999999998,0,1,0,0
Red River Range,0.054000000000000006,0.0,0,2,3,0
À propos de Nice,0.151,0.048,0,1,0,3
Nim's Island,0.052000000000000005,0.049,0,2,3,0
Hijack,0.079,0.201,1,0,2,1
Natarang,0.188,0.076,0,1,0,3
The Bay Boy,0.09699999999999999,0.153,1,0,1,2
Hannibal,0.075,0.098,0,2,1,4
ReBoot: Daemon Rising,0.053,0.095,0,2,1,4
Fatal Contact,0.109,0.017,0,1,3,0
Police!,0.153,0.222,1,0,2,1
The Hitch-Hiker,0.065,0.125,1,2,1,4
C Me Dance,0.242,0.061,0,1,0,3
Three Missing Links,0.129,0.102,0,1,0,2
Tin Cup,0.147,0.064,0,1,0,3
I theia ap' ton Chicago,0.0,0.111,1,2,1,4
Anbe Aaruyire,0.182,0.021,0,1,0,3
Bush Family Fortunes: The Best Democracy Money Can Buy,0.109,0.046,0,2,3,0
Daffy's Southern Exposure,0.042,0.013000000000000001,0,2,3,0
The Veteran,0.057,0.21,1,0,2,1
LEGO Star Wars: Revenge of the Brick,0.047,0.13699999999999998,1,0,1,4
Don Juan,0.013000000000000001,0.2,1,0,2,1
Street Fighter Alpha: Generations,0.055,0.086,0,2,3,0
A Very Merry Daughter Of the Bride,0.0,0.0,0,2,3,0
Lapland Odyssey,0.06,0.045,0,2,3,0
Give Love,0.08800000000000001,0.102,0,2,1,2
It All Goes to Show,0.16,0.0,0,1,0,3
Andy Hardy's Private Secretary,0.114,0.11699999999999999,0,1,1,2
Mery per sempre,0.105,0.07400000000000001,0,2,3,2
Kein Ärger mit Cleopatra,0.10300000000000001,0.081,0,2,3,2
Black Silk,0.084,0.225,1,0,2,1
Backfire,0.044000000000000004,0.138,1,0,1,4
Tsatsiki – vänner för alltid,0.145,0.069,0,1,0,3
Melody Ranch,0.10300000000000001,0.099,0,2,1,2
Hotel Haywire,0.057,0.0,0,2,3,0
Memories of tomorrow,0.128,0.095,0,1,0,2
Agraharathil Kazhuthai,0.057999999999999996,0.165,1,0,1,4
If You Go Down in the Woods Today,0.062,0.14400000000000002,1,0,1,4
Malone,0.032,0.187,1,0,2,1
A House in the Hills,0.106,0.07,0,2,3,0
Shakuntala,0.094,0.0,0,2,3,0
Panchapandavar,0.265,0.0,0,1,0,3
Tiga Abdul,0.11,0.083,0,2,3,2
Beau Geste,0.114,0.151,1,0,1,2
The Last House in the Woods,0.10400000000000001,0.059000000000000004,0,2,3,0
Double Trouble,0.087,0.125,1,2,1,2
Chai Lai,0.053,0.151,1,0,1,4
Random Hearts,0.065,0.134,1,0,1,4
Cactus Makes Perfect,0.061,0.109,1,2,1,4
The Son of Dr. Jekyll,0.057999999999999996,0.146,1,0,1,4
Annibale,0.046,0.20199999999999999,1,0,2,1
Uncle Nino,0.134,0.038,0,1,0,3
The Frisco Kid,0.078,0.098,0,2,1,4
Nowhere,0.105,0.09,0,2,1,2
Hot Rods to Hell,0.065,0.081,0,2,3,0
The Lost Continent,0.039,0.135,1,0,1,4
London River,0.0,0.11900000000000001,1,2,1,4
Know Thy Child,0.09300000000000001,0.05,0,2,3,0
Woman in a Dressing Gown,0.069,0.059000000000000004,0,2,3,0
Yoga Hakwon,0.07,0.079,0,2,3,0
Blankman,0.135,0.124,0,1,1,2
Siddharth-The Prisoner,0.094,0.115,0,2,1,2
What Lies Beneath,0.033,0.124,1,2,1,4
The Quick and the Dead,0.077,0.111,0,2,1,4
A Christmas Carol,0.091,0.18100000000000002,1,0,2,1
Lies of the Twins,0.136,0.079,0,1,0,2
Black Orpheus,0.044000000000000004,0.12,1,2,1,4
Chithariyavar,0.046,0.049,0,2,3,0
Returner,0.038,0.187,1,0,2,1
"He Ain't Heavy, He's My Father",0.262,0.053,0,1,0,3
Running Time,0.16399999999999998,0.163,1,1,0,2
Modern Romance,0.078,0.158,1,0,1,4
Irony of Fate,0.09699999999999999,0.064,0,2,3,0
With Love to Obama,0.107,0.084,0,2,3,2
Twilight,0.076,0.152,1,0,1,4
Alegre ma non troppo,0.045,0.11800000000000001,1,2,1,4
The Cross Road,0.099,0.042,0,2,3,0
Wanted,0.062,0.314,1,0,2,1
I am Singh,0.11599999999999999,0.252,1,0,2,1
The Conversation,0.046,0.174,1,0,2,1
Gracie,0.109,0.13699999999999998,1,0,1,2
The Thirteenth Hour,0.0,0.223,1,0,2,1
Big Night,0.102,0.035,0,2,3,0
Death Valley,0.033,0.057,0,2,3,0
12 Angry Men,0.052000000000000005,0.129,1,0,1,4
The End,0.015,0.11900000000000001,1,2,1,4
D-Day the Sixth of June,0.096,0.133,1,0,1,2
Because of Winn-Dixie,0.08,0.08800000000000001,0,2,3,0
The Facts of Life Reunion,0.114,0.035,0,1,3,0
Private Eye Pooch,0.03,0.065,0,2,3,0
El Fondo del Mar,0.022000000000000002,0.198,1,0,2,1
Frosty the Snowman,0.122,0.08,0,1,0,2
Hurt,0.079,0.2,1,0,2,1
Cinderella Man,0.134,0.134,0,1,1,2
"Dad Rudd, M. P.",0.161,0.11199999999999999,0,1,0,2
Attack of the Killer Tomatoes,0.061,0.163,1,0,1,4
Kingdom Come,0.09,0.106,0,2,1,2
Duniya,0.046,0.282,1,0,2,1
Caprice,0.098,0.063,0,2,3,0
Swing,0.067,0.065,0,2,3,0
The Woman Who Obeyed,0.0,0.33,1,0,2,1
Ghost,0.057999999999999996,0.195,1,0,2,1
Tom Brown's Schooldays (2005),0.07,0.14,1,0,1,4
Even Hitler Had A Girlfriend,0.046,0.154,1,0,1,4
King Kung Fu,0.10300000000000001,0.1,0,2,1,2
Slipstream,0.105,0.129,1,0,1,2
Crazy Fruit,0.237,0.075,0,1,0,3
Kona Coast,0.201,0.21100000000000002,1,0,2,2
The Bulldog Breed,0.099,0.129,1,0,1,2
Ilaignan,0.0,0.147,1,0,1,4
Halloween,0.04,0.09699999999999999,1,2,1,4
Rock School,0.085,0.033,0,2,3,0
Some Girls Do,0.16399999999999998,0.10800000000000001,0,1,0,2
Perpetual Motion,0.19899999999999998,0.024,0,1,0,3
Kingdom of Crooked Mirrors,0.09300000000000001,0.122,1,2,1,2
George and the Dragon,0.09,0.094,0,2,1,2
Nee Manasu Naaku Telusu,0.1,0.051,0,2,3,0
I Am Really Sorry,0.183,0.121,0,1,0,2
Johnny,0.125,0.125,0,1,1,2
Hollywood Daffy,0.078,0.069,0,2,3,0
Nicky's Game,0.064,0.055999999999999994,0,2,3,0
Dizzy Red Riding Hood,0.013999999999999999,0.09300000000000001,1,2,3,4
Mr. Nice Guy,0.035,0.152,1,0,1,4
The Sea Wolves,0.1,0.045,0,2,3,0
Quest for Fire,0.1,0.166,1,0,1,2
Elvis Meets Nixon,0.10800000000000001,0.1,0,2,1,2
Quill,0.075,0.07400000000000001,0,2,3,0
Doppelganger,0.061,0.129,1,0,1,4
Murder Ordained,0.083,0.14800000000000002,1,0,1,4
Sabar Uparey,0.152,0.135,0,1,0,2
Tape,0.066,0.09300000000000001,0,2,1,4
The Ugly,0.048,0.17600000000000002,1,0,2,1
"What's Up, Doc?",0.107,0.045,0,2,3,0
Ultramarines: The Movie,0.049,0.17300000000000001,1,0,2,4
The Life of a Jackeroo,0.209,0.047,0,1,0,3
England Expects,0.059000000000000004,0.114,1,2,1,4
A Reason to Believe,0.237,0.111,0,1,0,3
Princess Arete,0.099,0.052000000000000005,0,2,3,0
Sex is Zero,0.065,0.099,0,2,1,4
Cairo Exit,0.075,0.115,1,2,1,4
The Alphabet Killer,0.055,0.207,1,0,2,1
My Lovely Week,0.078,0.155,1,0,1,4
The Alibi,0.0,0.11599999999999999,1,2,1,4
Wolf Moon,0.04,0.18600000000000003,1,0,2,1
Pournami,0.052000000000000005,0.025,0,2,3,0
Rainbow Brite and the Star Stealer,0.07200000000000001,0.109,1,2,1,4
Casanova,0.086,0.122,1,2,1,2
Only Clouds Move the Stars,0.102,0.10800000000000001,0,2,1,2
Magnificent Obsession,0.146,0.067,0,1,0,3
Ghost Chase,0.105,0.051,0,2,3,0
Black Irish,0.064,0.138,1,0,1,4
Snake in the Eagle's Shadow,0.039,0.11800000000000001,1,2,1,4
Son of Ponni,0.094,0.075,0,2,3,0
Kazaam,0.091,0.057999999999999996,0,2,3,0
The God King,0.069,0.13,1,0,1,4
Piya Ka Ghar,0.053,0.061,0,2,3,0
Flying Dagger,0.096,0.149,1,0,1,2
The Pilot,0.095,0.063,0,2,3,0
Don't Go Near the Park,0.027000000000000003,0.147,1,0,1,4
The Day I Became a Woman,0.032,0.086,0,2,3,4
Escape from Planet Earth,0.146,0.099,0,1,0,2
Chori Chori,0.136,0.071,0,1,0,2
Little Marines,0.019,0.068,0,2,3,0
All About Eve,0.151,0.075,0,1,0,3
Terror Toons,0.057,0.099,0,2,1,4
Drango,0.109,0.16399999999999998,1,0,1,2
Immoral First Love: Loving from the Nipples,0.126,0.0,0,1,0,0
Bangaaradha Manushya,0.136,0.053,0,1,0,3
The Grudge 3,0.039,0.18100000000000002,1,0,2,1
The Woman in Black,0.039,0.10800000000000001,1,2,1,4
Hamburger Hill,0.053,0.179,1,0,2,1
America,0.11800000000000001,0.125,0,1,1,2
Nankyoku Monogatari,0.067,0.13699999999999998,1,0,1,4
The Cider House Rules,0.019,0.105,1,2,1,4
I'll Remember April,0.114,0.193,1,0,2,1
King of Bollywood,0.107,0.0,0,2,3,0
The Man from Majorca,0.059000000000000004,0.18100000000000002,1,0,2,1
Seven O' Clock,0.075,0.114,1,2,1,4
Seachd: The Inaccessible Pinnacle,0.12,0.136,1,0,1,2
Deadly Messages,0.040999999999999995,0.20199999999999999,1,0,2,1
Torpedo Run,0.081,0.166,1,0,1,4
Flourish,0.051,0.0,0,2,3,0
"Congo River, Beyond Darkness",0.026000000000000002,0.0,0,2,3,0
Innocent Lies,0.095,0.11900000000000001,1,2,1,2
The Courage of Kavik the Wolf Dog,0.1,0.11599999999999999,0,2,1,2
The Royal Tenenbaums,0.092,0.065,0,2,3,0
Knock on Wood,0.078,0.085,0,2,3,0
Young Törless,0.095,0.111,0,2,1,2
Martial Law 2: Undercover,0.16,0.13,0,1,0,2
The Trap,0.057999999999999996,0.136,1,0,1,4
Vaadhyar,0.099,0.040999999999999995,0,2,3,0
3 Musketeers,0.08900000000000001,0.09,0,2,1,2
When Father Was Away on Business,0.047,0.062,0,2,3,0
Ita Yuyu,0.062,0.08900000000000001,0,2,3,4
Hors de prix,0.149,0.066,0,1,0,3
The Farmer's Wife,0.105,0.11699999999999999,0,2,1,2
Northville Cemetery Massacre,0.059000000000000004,0.242,1,0,2,1
Penny Princess,0.065,0.087,0,2,3,0
Tomb of the Werewolf,0.078,0.0,0,2,3,0
Kings Go Forth,0.08800000000000001,0.099,0,2,1,2
La Diosa impura,0.09699999999999999,0.113,0,2,1,2
Nomos 4000,0.03,0.084,0,2,3,4
Thanthonni,0.11800000000000001,0.065,0,1,0,2
Bride and Prejudice,0.17300000000000001,0.047,0,1,0,3
Johnny Eager,0.091,0.12300000000000001,1,2,1,2
Kulimlim,0.099,0.22399999999999998,1,0,2,1
Steptoe and Son,0.076,0.122,1,2,1,4
Lady Is the Boss,0.026000000000000002,0.151,1,0,1,4
Désengagement,0.0,0.193,1,0,2,1
The Lost Boys,0.132,0.158,1,0,1,2
Bound for Glory,0.121,0.064,0,1,0,2
Ghost House,0.081,0.071,0,2,3,0
The Christmas Hope,0.067,0.155,1,0,1,4
Don't Talk to Strangers,0.07,0.032,0,2,3,0
Hamraaz,0.057999999999999996,0.152,1,0,1,4
Elmo Saves Christmas,0.11199999999999999,0.069,0,1,3,2
Seoul Raiders,0.10099999999999999,0.039,0,2,3,0
The Sword in the Stone,0.073,0.081,0,2,3,0
Supertwink,0.114,0.281,1,0,2,1
Microphone,0.07200000000000001,0.052000000000000005,0,2,3,0
Love and Pain and the Whole Damn Thing,0.107,0.107,0,2,1,2
All That Jazz,0.07400000000000001,0.159,1,0,1,4
Chaand Kaa Tukdaa,0.127,0.287,1,0,2,1
Blood of Dracula's Castle,0.0,0.11900000000000001,1,2,1,4
Time Table,0.075,0.064,0,2,3,0
Outpost,0.055999999999999994,0.13,1,0,1,4
Confessions of a Porn Addict,0.166,0.063,0,1,0,3
Plan,0.18100000000000002,0.086,0,1,0,3
Dweepa,0.08900000000000001,0.052000000000000005,0,2,3,0
Foxfire,0.10800000000000001,0.153,1,0,1,2
Hercule et Sherlock,0.0,0.078,0,2,3,4
Night Tide,0.066,0.15,1,0,1,4
My Six Convicts,0.19699999999999998,0.055999999999999994,0,1,0,3
Iznogoud,0.077,0.094,0,2,1,4
Rope and Skin,0.019,0.14,1,0,1,4
Eastern Promises,0.064,0.159,1,0,1,4
A mort l'arbitre,0.069,0.12300000000000001,1,2,1,4
Tower Heist,0.073,0.11599999999999999,1,2,1,4
The Curious Case of Benjamin Button,0.059000000000000004,0.066,0,2,3,0
Das Experiment,0.06,0.179,1,0,2,1
James Dean,0.084,0.084,0,2,3,0
Salt for Svanetia,0.02,0.10400000000000001,1,2,1,4
"Lock, Stock and Two Smoking Barrels",0.063,0.16699999999999998,1,0,1,4
Ashaant,0.11900000000000001,0.1,0,1,1,2
Jack London,0.08800000000000001,0.14300000000000002,1,0,1,4
Gamebox 1.0,0.084,0.17800000000000002,1,0,2,1
Avvai Shanmugi,0.111,0.076,0,2,3,2
The Chocolate War,0.0,0.052000000000000005,0,2,3,0
Curse of the Swamp Creature,0.044000000000000004,0.081,0,2,3,0
The Grey Hounded Hare,0.085,0.07,0,2,3,0
Les Boys,0.106,0.09,0,2,1,2
Resident Evil: Damnation,0.049,0.172,1,0,2,4
(Untitled),0.031,0.0,0,2,3,0
Come Drink with Me,0.109,0.115,0,2,1,2
Escape by Night,0.0,0.17800000000000002,1,0,2,4
Sunshine,0.109,0.127,1,0,1,2
Grand Hotel,0.077,0.11699999999999999,1,2,1,4
The Cathedral,0.076,0.0,0,2,3,0
Al Franken: God Spoke,0.013000000000000001,0.039,0,2,3,0
The Red Shoes,0.055999999999999994,0.064,0,2,3,0
Modern Female Ninja: Flesh Hell,0.0,0.0,0,2,3,0
Broadway Melody of 1938,0.10300000000000001,0.0,0,2,3,0
Erotic Ghost Story,0.045,0.159,1,0,1,4
Katy Perry: Part of Me,0.1,0.027000000000000003,0,2,3,0
Happy End,0.069,0.094,0,2,1,4
Chillar Party,0.125,0.10400000000000001,0,1,0,2
May Madham,0.046,0.073,0,2,3,0
Veer,0.09,0.09,0,2,1,2
Our Day Out,0.098,0.095,0,2,1,2
Three Idiots,0.153,0.061,0,1,0,3
Return to Sender,0.0,0.34299999999999997,1,0,2,1
China,0.085,0.124,1,2,1,4
The Strangler,0.048,0.223,1,0,2,1
Merikoi to protimoun kryo,0.067,0.0,0,2,3,0
"How to Be Very, Very Popular",0.015,0.23,1,0,2,1
Lights of Old Broadway,0.096,0.133,1,0,1,2
Brink of Disaster!,0.0,0.185,1,0,2,1
Goliath II,0.066,0.146,1,0,1,4
