Title,pos,neg,k=2,k=3,k=4,k=5
"One Potato, Two Potato",0.057999999999999996,0.126,1,2,1,4
The Anniversary Party,0.10400000000000001,0.054000000000000006,0,2,3,0
Churam,0.18899999999999997,0.0,0,1,0,3
Yankee Zulu,0.107,0.071,0,2,3,2
The Heart Is Deceitful Above All Things,0.057,0.084,0,2,3,0
Der WiXXer,0.039,0.131,1,0,1,4
The Warrior's Heart,0.08900000000000001,0.13699999999999998,1,0,1,2
What?,0.053,0.121,1,2,1,4
Hajji Washington,0.08800000000000001,0.052000000000000005,0,2,3,0
Sisters of the Gion,0.07200000000000001,0.09300000000000001,0,2,1,4
The Mill and the Cross,0.0,0.057999999999999996,0,2,3,0
The Hindenburg,0.071,0.10099999999999999,0,2,1,4
The Appointments of Dennis Jennings,0.040999999999999995,0.08,0,2,3,0
"Le Congo, quel cinéma!",0.032,0.045,0,2,3,0
Somers Town,0.11,0.077,0,2,3,2
Yamaleela,0.22399999999999998,0.027000000000000003,0,1,0,3
Les Bicyclettes de Belsize,0.11900000000000001,0.040999999999999995,0,1,0,0
Cicak-Man,0.048,0.142,1,0,1,4
Payback,0.035,0.147,1,0,1,4
Project Viper,0.07200000000000001,0.16699999999999998,1,0,1,4
HMS Defiant,0.098,0.161,1,0,1,2
The Children of the Century,0.091,0.015,0,2,3,0
Dick Tracy vs. Cueball,0.055999999999999994,0.31,1,0,2,1
Breakfast at Tiffany's,0.073,0.061,0,2,3,0
Yes Man,0.161,0.083,0,1,0,3
Piranthaen Valarnthaen,0.147,0.055,0,1,0,3
The Secret Code,0.078,0.158,1,0,1,4
Pini,0.129,0.054000000000000006,0,1,0,3
Bubble,0.084,0.13,1,0,1,4
Nothing but the Truth,0.135,0.095,0,1,0,2
The Swan Princess II: Escape from Castle Mountain,0.08199999999999999,0.133,1,0,1,4
Home Room,0.075,0.08,0,2,3,0
Magnificent Ruffians,0.073,0.177,1,0,2,1
Prisoner of War,0.0,0.26,1,0,2,1
The Saint Strikes Back,0.069,0.092,0,2,1,4
Lady Frankenstein,0.086,0.179,1,0,2,1
Into the Darkness,0.081,0.109,0,2,1,4
We Are Not Angels 3: Rock & Roll Strike Back,0.177,0.11900000000000001,0,1,0,2
Mobile Suit Gundam: Char's Counterattack,0.042,0.10800000000000001,1,2,1,4
Wise Guys,0.053,0.106,1,2,1,4
Harry's War,0.0,0.196,1,0,2,1
The Law and Jake Wade,0.059000000000000004,0.14300000000000002,1,0,1,4
Sidlingu,0.16,0.114,0,1,0,2
Thrill of a Romance,0.081,0.035,0,2,3,0
The Holding,0.076,0.136,1,0,1,4
Thrill of the Kill,0.08800000000000001,0.068,0,2,3,0
Cohen and Tate,0.04,0.114,1,2,1,4
La Torre de los Siete Jorobados,0.084,0.033,0,2,3,0
Abduction: The Megumi Yokota Story,0.124,0.17300000000000001,1,0,1,2
A Holy Terror,0.10099999999999999,0.19399999999999998,1,0,2,1
Don,0.147,0.156,1,0,1,2
Beyond Mombasa,0.025,0.242,1,0,2,1
Giant from the Unknown,0.0,0.17300000000000001,1,0,2,4
The Laurel-Hardy Murder Case,0.032,0.157,1,0,1,4
A Foreign Field,0.025,0.131,1,0,1,4
Daddy-Long-Legs,0.109,0.043,0,2,3,0
Hit the Saddle,0.081,0.149,1,0,1,4
Tickled Pink,0.10800000000000001,0.048,0,2,3,0
Take It Easy,0.057999999999999996,0.102,0,2,1,4
Bicycle Dreams,0.016,0.125,1,2,1,4
Reach the Rock,0.037000000000000005,0.06,0,2,3,0
One Rainy Afternoon,0.222,0.08800000000000001,0,1,0,3
Ma and Pa Kettle at Waikiki,0.09300000000000001,0.054000000000000006,0,2,3,0
Accidental Friendship,0.251,0.045,0,1,0,3
L'affaire Farewell,0.10800000000000001,0.077,0,2,3,2
Big Easy to Big Empty,0.045,0.078,0,2,3,0
Ramchand Pakistani,0.009000000000000001,0.10400000000000001,1,2,1,4
The Widowmaker,0.0,0.40399999999999997,1,0,2,1
Chelsea Walls,0.039,0.085,0,2,3,4
The Astronaut's Wife,0.039,0.109,1,2,1,4
Lady Jane,0.067,0.13,1,0,1,4
My Favorite Year,0.095,0.113,0,2,1,2
Mukhsin,0.11800000000000001,0.0,0,1,3,0
Monty Python's The Meaning of Life,0.076,0.087,0,2,3,0
Trading Mom,0.026000000000000002,0.057999999999999996,0,2,3,0
The Most Desired Man,0.102,0.065,0,2,3,0
Sherrybaby,0.066,0.096,0,2,1,4
Eye in the Sky,0.039,0.125,1,2,1,4
The Wings of the Dove,0.154,0.109,0,1,0,2
2061 – An exceptional year,0.071,0.094,0,2,1,4
Dharmputra,0.046,0.10099999999999999,1,2,1,4
Ghost: In Your Arms Again,0.08900000000000001,0.23199999999999998,1,0,2,1
The Starfish,0.017,0.026000000000000002,0,2,3,0
Total Recall,0.052000000000000005,0.10300000000000001,1,2,1,4
Rapture,0.07,0.11800000000000001,1,2,1,4
Lupin the Third: The Legend of the Gold of Babylon,0.158,0.045,0,1,0,3
Ayul Kaithi,0.038,0.28,1,0,2,1
Timecop 2: The Berlin Decision,0.055,0.14300000000000002,1,0,1,4
Le Boulet,0.106,0.05,0,2,3,0
Dizzy Detectives,0.006,0.048,0,2,3,0
Winnie the Pooh Discovers the Seasons,0.033,0.037000000000000005,0,2,3,0
Vivre Sa Vie,0.092,0.096,0,2,1,2
Bama Vijayam,0.09,0.06,0,2,3,0
Irandu Mugam,0.153,0.046,0,1,0,3
Loetoeng Kasaroeng,0.222,0.039,0,1,0,3
Killing Birds,0.019,0.201,1,0,2,1
Hair Show,0.11699999999999999,0.10800000000000001,0,1,1,2
Gunga Jumna,0.055999999999999994,0.14800000000000002,1,0,1,4
The Invaders,0.048,0.271,1,0,2,1
A Walk to Beautiful,0.045,0.129,1,0,1,4
Karafuto 1945 Summer Hyosetsu no Mon,0.031,0.17,1,0,2,4
The Plague of the Zombies,0.055,0.087,0,2,3,4
Blue Gender,0.063,0.111,1,2,1,4
Into the Blue,0.055999999999999994,0.10099999999999999,0,2,1,4
Karz,0.10300000000000001,0.126,1,0,1,2
Born to the Saddle,0.08900000000000001,0.153,1,0,1,4
Beloved Infidel,0.099,0.0,0,2,3,0
The Class of Nuke 'Em High Part II: Subhumanoid Meltdown,0.10300000000000001,0.065,0,2,3,0
Lord Jim,0.096,0.152,1,0,1,2
Happy Day,0.26,0.066,0,1,0,3
Mickey the Detective,0.085,0.127,1,0,1,4
Tolly Lights,0.39299999999999996,0.0,0,1,0,3
Deep Rising,0.037000000000000005,0.134,1,0,1,4
The Betrayer,0.10099999999999999,0.013999999999999999,0,2,3,0
Taking Lives,0.034,0.135,1,0,1,4
The Canyons,0.031,0.282,1,0,2,1
The House Where Evil Dwells,0.019,0.161,1,0,1,4
Blindfold,0.076,0.078,0,2,3,0
Citizen Kane,0.066,0.095,0,2,1,4
Time After Time,0.07400000000000001,0.191,1,0,2,1
And the Violins stopped playing,0.125,0.094,0,1,0,2
Il Generale della Rovere,0.0,0.276,1,0,2,1
Ichi,0.091,0.18600000000000003,1,0,2,1
The Messengers,0.076,0.12,1,2,1,4
Eye of the Devil,0.159,0.075,0,1,0,3
Feather Finger,0.023,0.071,0,2,3,0
The Dust Factory,0.09300000000000001,0.071,0,2,3,0
Princess Fragrance,0.14800000000000002,0.0,0,1,0,3
The Godfather Part II,0.083,0.141,1,0,1,4
Withnail and I,0.11199999999999999,0.054000000000000006,0,1,3,0
Gemini,0.134,0.096,0,1,0,2
Sailor Moon R: The Movie,0.09,0.13,1,0,1,2
Rudy,0.127,0.053,0,1,0,3
The Missing Gun,0.045,0.23199999999999998,1,0,2,1
The Flats,0.259,0.049,0,1,0,3
Mob Queen,0.165,0.138,0,1,0,2
Forsaking All Others,0.11199999999999999,0.149,1,0,1,2
Daman: A Victim of Marital Violence,0.02,0.225,1,0,2,1
Keane,0.067,0.1,0,2,1,4
The Docks of New York,0.10099999999999999,0.163,1,0,1,2
Impromptu,0.142,0.057999999999999996,0,1,0,3
Long Time Dead,0.047,0.172,1,0,2,4
Aatank,0.134,0.141,1,0,1,2
Killer Joe,0.055,0.256,1,0,2,1
"Flow on Mic, Skate on Board",0.086,0.057999999999999996,0,2,3,0
759: Boy Scouts of Harlem,0.055,0.0,0,2,3,0
Siva,0.138,0.23,1,0,2,1
Nancy Drew... Reporter,0.054000000000000006,0.282,1,0,2,1
Biktima,0.067,0.121,1,2,1,4
Lady Hong,0.059000000000000004,0.195,1,0,2,1
"Die Sister, Die!",0.08199999999999999,0.223,1,0,2,1
Gamera: Guardian of the Universe,0.054000000000000006,0.077,0,2,3,0
Parade of the Wooden Soldiers,0.0,0.077,0,2,3,4
Toys in the Attic,0.12,0.087,0,1,0,2
Surviving Sid,0.078,0.066,0,2,3,0
The Twin Diamonds,0.069,0.08900000000000001,0,2,3,0
Detour,0.045,0.102,1,2,1,4
Johnny Cool,0.036000000000000004,0.16899999999999998,1,0,2,4
Just Friends?,0.069,0.067,0,2,3,0
The Little American,0.078,0.124,1,2,1,4
Nuremberg,0.095,0.155,1,0,1,2
Heartbreak Hotel,0.08199999999999999,0.11,0,2,1,4
Frankenstein 1970,0.063,0.183,1,0,2,1
Dandy Dick,0.122,0.065,0,1,0,2
Bonsoir,0.18100000000000002,0.078,0,1,0,3
Al Asfour,0.036000000000000004,0.20600000000000002,1,0,2,1
Totally Minnie,0.083,0.051,0,2,3,0
Rose Red,0.046,0.12300000000000001,1,2,1,4
Family,0.045,0.13699999999999998,1,0,1,4
Kath Putli,0.115,0.149,1,0,1,2
Hook and Ladder,0.037000000000000005,0.18600000000000003,1,0,2,1
Pub Royale,0.128,0.024,0,1,0,3
Sgt. Bilko,0.055,0.106,1,2,1,4
Tapestries of Hope,0.019,0.07400000000000001,0,2,3,0
The Movie,0.106,0.027999999999999997,0,2,3,0
Golu Hadawatha,0.086,0.055999999999999994,0,2,3,0
Something New,0.152,0.048,0,1,0,3
God Grew Tired of Us,0.084,0.135,1,0,1,4
Five Fingers,0.047,0.135,1,0,1,4
Chintamani,0.177,0.0,0,1,0,3
Sunday,0.063,0.205,1,0,2,1
Mice Follies,0.042,0.036000000000000004,0,2,3,0
Penelope,0.068,0.162,1,0,1,4
Hard Luck Duck,0.142,0.171,1,0,1,2
Demons Never Die,0.052000000000000005,0.285,1,0,2,1
Blood Money,0.048,0.106,1,2,1,4
"So, What's your price?",0.067,0.0,0,2,3,0
Basanti,0.094,0.055,0,2,3,0
Hero,0.141,0.08,0,1,0,2
Bull Durham,0.07400000000000001,0.147,1,0,1,4
Under Wraps,0.142,0.106,0,1,0,2
The World of Hans Christian Andersen,0.21,0.0,0,1,0,3
On the Roof,0.078,0.10800000000000001,0,2,1,4
Commando,0.0,0.0,0,2,3,0
Moonraker,0.08199999999999999,0.098,0,2,1,2
Takva: A Man's Fear of God,0.166,0.066,0,1,0,3
That Championship Season,0.115,0.10800000000000001,0,1,1,2
I Melt with You,0.1,0.179,1,0,2,1
Jaya Ganga,0.068,0.037000000000000005,0,2,3,0
Alien³,0.061,0.154,1,0,1,4
Dom,0.109,0.09699999999999999,0,2,1,2
The Saint in London,0.076,0.18600000000000003,1,0,2,1
The Lost Man,0.152,0.079,0,1,0,3
Nuvvu Vastavani,0.096,0.03,0,2,3,0
Vengeance of Rannah,0.027999999999999997,0.21899999999999997,1,0,2,1
Who'll Stop the Rain,0.036000000000000004,0.14800000000000002,1,0,1,4
Love Me and the World Is Mine,0.16399999999999998,0.0,0,1,0,3
Farz,0.12,0.035,0,1,0,0
Death Trance,0.07200000000000001,0.107,0,2,1,4
Nari Nari Naduma Murari,0.1,0.012,0,2,3,0
Sant Sakhu,0.062,0.10800000000000001,1,2,1,4
The Lady,0.18899999999999997,0.083,0,1,0,3
Alien: Resurrection,0.06,0.147,1,0,1,4
Abandoned,0.18600000000000003,0.251,1,0,2,1
College Road Trip,0.055,0.09,0,2,3,4
Ayşecik ve Sihirli Cüceler Rüyalar Ülkesinde,0.091,0.17800000000000002,1,0,2,1
Perils of the Sentimental Swordsman,0.026000000000000002,0.366,1,0,2,1
Karumadikkuttan,0.139,0.10099999999999999,0,1,0,2
Journey for Margaret,0.037000000000000005,0.17300000000000001,1,0,2,4
Wake of the Red Witch,0.076,0.094,0,2,1,4
Death Dimension,0.025,0.07200000000000001,0,2,3,0
An Inconvenient Tax,0.068,0.078,0,2,3,0
Remake,0.08800000000000001,0.11,0,2,1,2
The Desperadoes,0.157,0.066,0,1,0,3
"Gwen, le livre de sable",0.057,0.040999999999999995,0,2,3,0
Hissatsu: Sure Death,0.0,0.23,1,0,2,1
Omega film,0.0,0.155,1,0,1,4
The Vicious Circle,0.107,0.113,0,2,1,2
Raise Your Voice,0.10400000000000001,0.09300000000000001,0,2,1,2
Police Academy: Mission to Moscow,0.07,0.013000000000000001,0,2,3,0
Murder in the Hamptons,0.052000000000000005,0.145,1,0,1,4
Round Ireland with a Fridge,0.249,0.047,0,1,0,3
The Presence,0.035,0.177,1,0,2,1
Troublesome Night 16,0.17600000000000002,0.0,0,1,0,3
The Maltese Falcon,0.057,0.146,1,0,1,4
Phantasm II,0.069,0.128,1,0,1,4
Fire with Fire,0.071,0.12,1,2,1,4
Camp Hell,0.035,0.184,1,0,2,1
Fuzz,0.028999999999999998,0.151,1,0,1,4
Disappearing Acts,0.096,0.036000000000000004,0,2,3,0
Die Feuerzangenbowle,0.07400000000000001,0.099,0,2,1,4
Gooli,0.092,0.20600000000000002,1,0,2,1
Marina of the Zabbaleen,0.095,0.016,0,2,3,0
Purana mandir,0.069,0.138,1,0,1,4
Immortal Beloved,0.106,0.052000000000000005,0,2,3,0
Jeevana Chaitra,0.1,0.079,0,2,3,2
La Noche de los Brujos,0.07,0.099,0,2,1,4
Carry On Matron,0.07400000000000001,0.115,1,2,1,4
Ek Tho Chance,0.15,0.044000000000000004,0,1,0,3
Quacker Tracker,0.10800000000000001,0.115,0,2,1,2
Words and Music,0.179,0.013999999999999999,0,1,0,3
Carry On Regardless,0.08900000000000001,0.064,0,2,3,0
Razia Sultan,0.135,0.0,0,1,0,3
Nee Illadhe,0.111,0.0,0,1,3,0
Carry On Loving,0.09300000000000001,0.182,1,0,2,1
Earth vs. the Spider,0.13699999999999998,0.115,0,1,0,2
One More Saturday Night,0.08199999999999999,0.047,0,2,3,0
No Man Is an Island,0.07200000000000001,0.125,1,2,1,4
Gold,0.0,0.179,1,0,2,1
Hardware,0.07200000000000001,0.10400000000000001,0,2,1,4
Christina,0.10400000000000001,0.172,1,0,1,2
This Side of Resurrection,0.076,0.07400000000000001,0,2,3,0
Rebirth,0.028999999999999998,0.151,1,0,1,4
You Don’t Get Life a Second Time,0.09,0.067,0,2,3,0
Surat Kecil Untuk Tuhan,0.22399999999999998,0.053,0,1,0,3
The Verdict,0.105,0.11800000000000001,0,2,1,2
Jhoothi Shaan,0.0,0.0,0,2,3,0
"1993 Bombay, March 12",0.092,0.07,0,2,3,0
I Am The Law,0.04,0.039,0,2,3,0
Interceptor Force 2,0.045,0.057,0,2,3,0
Carry On Emmannuelle,0.126,0.092,0,1,0,2
Cartouches Gauloises,0.047,0.059000000000000004,0,2,3,0
L'Âge d'Or,0.128,0.02,0,1,0,3
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,0.081,0.06,0,2,3,0
Lara Croft: Tomb Raider,0.071,0.102,0,2,1,4
Dynamite Brothers,0.091,0.068,0,2,3,0
Naan Thaan,0.068,0.052000000000000005,0,2,3,0
The Frighteners,0.083,0.205,1,0,2,1
Marrying God,0.071,0.10300000000000001,0,2,1,4
N.Y.H.C.,0.08900000000000001,0.0,0,2,3,0
Hum Se Hai Zamana,0.145,0.0,0,1,0,3
Gate of Flesh,0.033,0.124,1,2,1,4
Tes Cheveux Noirs Ihsan,0.0,0.10300000000000001,1,2,1,4
Break Ke Baad,0.14,0.07400000000000001,0,1,0,2
The Story of the Weeping Camel,0.075,0.039,0,2,3,0
Nuts in May,0.054000000000000006,0.111,1,2,1,4
No No Nanette,0.155,0.037000000000000005,0,1,0,3
The Mystery of the Wolf,0.124,0.040999999999999995,0,1,0,0
The Jazz Singer,0.098,0.076,0,2,3,0
Blessed,0.057999999999999996,0.102,0,2,1,4
Damul,0.069,0.139,1,0,1,4
Chinese Odyssey 2002,0.099,0.078,0,2,3,2
Gunfight In Abilene,0.042,0.213,1,0,2,1
I'm Reed Fish,0.09699999999999999,0.078,0,2,3,2
Unknown World,0.035,0.07400000000000001,0,2,3,0
Teddy Bears' Picnic,0.08199999999999999,0.08800000000000001,0,2,3,0
She-Wolf of London,0.035,0.177,1,0,2,1
Kadhayile Nayika,0.087,0.08900000000000001,0,2,1,2
Score: A Hockey Musical,0.12,0.07400000000000001,0,1,0,2
Waltz with Bashir,0.07,0.052000000000000005,0,2,3,0
The Lives of Others,0.081,0.10800000000000001,0,2,1,4
Himmat,0.14400000000000002,0.07,0,1,0,3
Wiggle Time,0.077,0.037000000000000005,0,2,3,0
Thru the Mirror,0.038,0.067,0,2,3,0
Me and Orson Welles,0.10300000000000001,0.174,1,0,1,1
Bug Crawls,0.035,0.022000000000000002,0,2,3,0
A Dandy in Aspic,0.083,0.138,1,0,1,4
Still Waters,0.127,0.086,0,1,0,2
Pal Pal Dil Ke Ssaat,0.252,0.0,0,1,0,3
Belly 2: Millionaire Boyz Club,0.07,0.155,1,0,1,4
Saguni,0.113,0.047,0,1,3,0
Rush,0.09300000000000001,0.11800000000000001,1,2,1,2
Code of the Secret Service,0.17300000000000001,0.10400000000000001,0,1,0,3
Up and Down,0.022000000000000002,0.20199999999999999,1,0,2,1
You Live and Learn,0.136,0.091,0,1,0,2
Nights and Days,0.127,0.131,0,1,1,2
Still Smokin',0.139,0.0,0,1,0,3
The Words,0.099,0.071,0,2,3,0
"Come Rain, Come Shine",0.044000000000000004,0.06,0,2,3,0
Glory,0.065,0.11800000000000001,1,2,1,4
Bhalo Theko,0.08,0.152,1,0,1,4
Fear of Clowns,0.024,0.12300000000000001,1,2,1,4
Clannad,0.09,0.066,0,2,3,0
Comrade,0.098,0.063,0,2,3,0
The Policeman,0.11900000000000001,0.134,1,0,1,2
The Game of Death,0.122,0.134,1,0,1,2
June Bride,0.107,0.046,0,2,3,0
Pushpak,0.063,0.027000000000000003,0,2,3,0
The Eyes of Julia Deep,0.10099999999999999,0.105,0,2,1,2
The Signal,0.069,0.177,1,0,2,1
Finding John Christmas,0.126,0.022000000000000002,0,1,0,0
Gator,0.0,0.057999999999999996,0,2,3,0
Besieged,0.226,0.059000000000000004,0,1,0,3
I want to be a soldier,0.13699999999999998,0.109,0,1,0,2
The Invisible Woman,0.066,0.081,0,2,3,0
Fortress 2: Re-Entry,0.040999999999999995,0.16899999999999998,1,0,2,4
The Unborn,0.052000000000000005,0.05,0,2,3,0
Bellamy,0.0,0.098,1,2,3,4
Flexing with Monty,0.0,0.109,1,2,1,4
Cruel Intentions 2,0.084,0.09300000000000001,0,2,1,2
Jatt & Juliet,0.057999999999999996,0.08199999999999999,0,2,3,0
The Smurfs and the Magic Flute,0.046,0.08,0,2,3,0
Too Beautiful to Lie,0.136,0.153,1,0,1,2
Lisístrata,0.135,0.126,0,1,1,2
Koratty Pattanam Railway Gate,0.0,0.139,1,0,1,4
Firewalker,0.124,0.12,0,1,1,2
Last of the Dogmen,0.14,0.085,0,1,0,2
Snehapoorvam Anna,0.249,0.0,0,1,0,3
Wombling Free,0.20199999999999999,0.036000000000000004,0,1,0,3
The Parson's Widow,0.078,0.081,0,2,3,0
Metallic Blues,0.035,0.049,0,2,3,0
Gentlemen Prefer Blondes,0.175,0.081,0,1,0,3
Bhale Dongalu,0.087,0.096,0,2,1,2
"Terrible Teddy, the Grizzly King",0.06,0.032,0,2,3,0
Martial Club,0.08900000000000001,0.122,1,2,1,2
Phir Milenge,0.106,0.125,1,0,1,2
Surviving Picasso,0.027000000000000003,0.06,0,2,3,0
Baghban,0.152,0.042,0,1,0,3
Shola Aur Shabnam,0.21,0.063,0,1,0,3
The Family Stone,0.066,0.081,0,2,3,0
Family Plan,0.087,0.054000000000000006,0,2,3,0
Lethal Weapon,0.075,0.18899999999999997,1,0,2,1
Jungle Drums,0.066,0.125,1,2,1,4
Parshuramer Kuthar,0.055,0.052000000000000005,0,2,3,0
Macabre,0.055,0.127,1,0,1,4
Camp Blood,0.054000000000000006,0.07400000000000001,0,2,3,0
Beauty and the Bastard,0.272,0.081,0,1,0,3
Mistrial,0.122,0.09,0,1,0,2
Duane Hopwood,0.086,0.095,0,2,1,2
The Guinea Pig,0.019,0.099,1,2,1,4
John Carpenter's The Fog,0.04,0.105,1,2,1,4
Padmasree Bharat Dr. Saroj Kumar,0.067,0.107,1,2,1,4
U-Carmen e-Khayelitsha,0.076,0.10800000000000001,0,2,1,4
Hardwired,0.154,0.133,0,1,0,2
Carry On Girls,0.095,0.11900000000000001,1,2,1,2
Forty-Ninth Parallel,0.039,0.054000000000000006,0,2,3,0
Anaconda,0.078,0.165,1,0,1,4
Count Dracula,0.062,0.11199999999999999,1,2,1,4
Billboard Frolics,0.055,0.0,0,2,3,0
Devon's Ghost: Legend of the Bloody Boy,0.077,0.21100000000000002,1,0,2,1
Aap Ke Saath,0.11900000000000001,0.064,0,1,0,2
In Old Santa Fe,0.111,0.12300000000000001,0,2,1,2
Deep Shock,0.033,0.107,1,2,1,4
Deewangee,0.153,0.142,0,1,0,2
Moon 44,0.032,0.16699999999999998,1,0,2,4
Militia,0.061,0.192,1,0,2,1
Hugo Pool,0.10099999999999999,0.04,0,2,3,0
The Lion Roars,0.135,0.08800000000000001,0,1,0,2
A Divided Heart,0.10300000000000001,0.063,0,2,3,0
Three Men on a Horse,0.152,0.09699999999999999,0,1,0,2
"Kiss Me, Kate",0.161,0.085,0,1,0,3
Miss Congeniality 2: Armed and Fabulous,0.124,0.065,0,1,0,2
Wedding Daze,0.09300000000000001,0.114,0,2,1,2
Arabikkatha,0.07400000000000001,0.054000000000000006,0,2,3,0
Cauchemar Blanc,0.013999999999999999,0.195,1,0,2,1
Four Walls,0.081,0.13699999999999998,1,0,1,4
Hare-um Scare-um,0.049,0.081,0,2,3,0
For a Few Extra Dollars,0.084,0.14400000000000002,1,0,1,4
Brainwashed,0.09699999999999999,0.125,1,0,1,2
Fisher's Ghost,0.043,0.09,0,2,3,4
My Son Is Guilty,0.243,0.139,0,1,0,3
Frantic,0.038,0.19,1,0,2,1
Rock n' Roll Cops 2: The Adventure Begins,0.0,0.076,0,2,3,4
Puthiya Mukham,0.16,0.146,1,1,0,2
Pocket Money,0.154,0.085,0,1,0,2
I Am Legend,0.042,0.20800000000000002,1,0,2,1
Three Strangers,0.11800000000000001,0.16899999999999998,1,0,1,2
Fear in the Night,0.0,0.153,1,0,1,4
The Witch Affair,0.14300000000000002,0.11599999999999999,0,1,0,2
Tongan Ninja,0.084,0.08900000000000001,0,2,1,2
Pat Garrett and Billy the Kid,0.062,0.115,1,2,1,4
The Beating of the Butterfly's Wings,0.038,0.006999999999999999,0,2,3,0
Warning Sign,0.07,0.138,1,0,1,4
L'imbroglio nel lenzuolo,0.024,0.047,0,2,3,0
Vedam,0.113,0.151,1,0,1,2
The Sandman,0.018000000000000002,0.064,0,2,3,0
Jhootha Hi Sahi,0.055,0.16399999999999998,1,0,1,4
The Circle,0.242,0.021,0,1,0,3
Hindi Pa Tapos Ang Labada Darling,0.077,0.132,1,0,1,4
PCU,0.062,0.102,0,2,1,4
United 93,0.036000000000000004,0.07400000000000001,0,2,3,0
Signs,0.061,0.124,1,2,1,4
Apoorva Sagodharargal,0.08900000000000001,0.184,1,0,2,1
Never Talk to Strangers,0.068,0.19699999999999998,1,0,2,1
None but the Lonely Heart,0.17300000000000001,0.185,1,0,1,2
Broadway Melody of 1936,0.215,0.022000000000000002,0,1,0,3
Call Me: The Rise and Fall of Heidi Fleiss,0.10099999999999999,0.07200000000000001,0,2,3,0
The Wolf Dog,0.061,0.155,1,0,1,4
Red Cherry,0.062,0.14300000000000002,1,0,1,4
The Spoilers,0.129,0.102,0,1,0,2
Crayon Shin-chan: The Storm Called: The Kasukabe Boys of the Evening Sun,0.09300000000000001,0.1,0,2,1,2
Union Station,0.086,0.059000000000000004,0,2,3,0
Minushi,0.048,0.073,0,2,3,0
Jesse Stone: No Remorse,0.038,0.195,1,0,2,1
Our Flags Lead Us Forward,0.099,0.132,1,0,1,2
Woman is the Future of Man,0.09,0.049,0,2,3,0
I'll Be There,0.068,0.106,0,2,1,4
Annie: A Royal Adventure!,0.067,0.054000000000000006,0,2,3,0
Fingers,0.084,0.048,0,2,3,0
Oru Minnaminunginte Nurunguvettam,0.064,0.047,0,2,3,0
For Catherine,0.121,0.08,0,1,0,2
Next Stop Wonderland,0.065,0.084,0,2,3,0
Last Stop for Paul,0.114,0.043,0,1,3,0
The Czech Year,0.081,0.0,0,2,3,0
The Mole People,0.053,0.051,0,2,3,0
"Not with My Wife, You Don't!",0.157,0.065,0,1,0,3
Cheluvina Chittara,0.11800000000000001,0.048,0,1,0,0
Thee,0.077,0.128,1,0,1,4
The Tenant,0.076,0.128,1,0,1,4
Get-Rich-Quick Wallingford,0.188,0.027000000000000003,0,1,0,3
Of Mice and Men,0.095,0.127,1,0,1,2
Becoming dick,0.13699999999999998,0.11,0,1,0,2
A Resentful Woman,0.22899999999999998,0.067,0,1,0,3
Kings of the Road,0.0,0.099,1,2,3,4
Natale a Rio,0.11699999999999999,0.083,0,1,0,2
Meltdown,0.055,0.18899999999999997,1,0,2,1
Strike Up the Band,0.183,0.064,0,1,0,3
Calle mayor,0.184,0.095,0,1,0,3
Peege,0.121,0.098,0,1,0,2
The Night the Animals Talked,0.168,0.05,0,1,0,3
Uuno Turhapuro &ndash; This Is My Life,0.025,0.035,0,2,3,0
In Love and War,0.141,0.122,0,1,0,2
The Horseman on the Roof,0.102,0.077,0,2,3,2
Kshana Kshanam,0.105,0.124,1,2,1,2
Paprika,0.08900000000000001,0.067,0,2,3,0
A Railway Station for Two,0.10300000000000001,0.083,0,2,3,2
Sabse Bada Khiladi,0.064,0.21100000000000002,1,0,2,1
Shadow Magic,0.09300000000000001,0.049,0,2,3,0
At the End of the Rainbow,0.11900000000000001,0.086,0,1,0,2
Tsubasa Chronicle the Movie: The Princess of the Country of Birdcages,0.039,0.10099999999999999,1,2,1,4
The Red Terror,0.031,0.245,1,0,2,1
Then Nilavu,0.066,0.14800000000000002,1,0,1,4
I Take This Woman,0.08,0.066,0,2,3,0
Campus,0.182,0.053,0,1,0,3
Love at First Bite,0.102,0.08199999999999999,0,2,3,2
The King of Pigs,0.076,0.134,1,0,1,4
Marked Men,0.037000000000000005,0.127,1,2,1,4
McLeod's Daughters,0.08,0.105,0,2,1,4
The Firm,0.13699999999999998,0.11599999999999999,0,1,0,2
Mickey,0.061,0.0,0,2,3,0
The Pillow Book,0.095,0.12,1,2,1,2
The Accidental Tourist,0.059000000000000004,0.05,0,2,3,0
The Phantom Ship,0.054000000000000006,0.01,0,2,3,0
A Cinderella Story: Once Upon A Song,0.126,0.08800000000000001,0,1,0,2
Dus,0.066,0.163,1,0,1,4
Jogi,0.08900000000000001,0.127,1,0,1,2
Polish Wedding,0.024,0.031,0,2,3,0
The Oogieloves in the Big Balloon Adventure,0.1,0.027000000000000003,0,2,3,0
The Great Rupert,0.228,0.23399999999999999,1,0,2,2
Straightheads,0.069,0.17,1,0,1,4
Seven Men from Now,0.055999999999999994,0.105,1,2,1,4
Day the World Ended,0.064,0.125,1,2,1,4
Faceless,0.032,0.095,1,2,3,4
Phineas and Ferb The Movie: Across the 2nd Dimension,0.071,0.106,0,2,1,4
Royal Space Force: The Wings of Honneamise,0.085,0.134,1,0,1,4
"Silent Night, Deadly Night 5: The Toy Maker",0.046,0.142,1,0,1,4
